13/12/2018 10.01.09,Ingegneria,No,Assolutamente si,Non saprei,Prendo pessimi appunti,Si,Forum,Si,Pc,Purtroppo quasi nessuno vuole pubblicare i propri appunti per beneficenza,Principalmente video lezioni su Youtube,"PRO: liberta' di studiare come e quando vuoi. Trovare risposte a quasi tutte le tue domande.
CONTRO: illusione che seguire le lezioni sia inutile dato che hai gia' tutto in rete"
13/12/2018 10.06.52,ingegneria informatica e automatica,No,Assolutamente si,Si,nd,Si,Forum,Non saprei,"Libri, Pc",nd,nd,nd
13/12/2018 10.10.28,Ingegneria Informatica e Automatica,No,Assolutamente si,Si,"Tutti per uno, uno per tutti",Si,Chat,Si,"Pc, Smartphone","Che sia gratuito, magari con un apposita applicazione",Google drive ma non è un servizio specifico per questo,
13/12/2018 10.15.02,Lingue Culture Letterature Traduzioni,No,Assolutamente si,Si,L’aiuto reciproco,Si,Forum,Si,"Libri, Tablet",Maggiore facilità ad accedere a dei contenuti importanti per prepararsi agli esami,Whatsapp e Dropbox,
13/12/2018 10.17.50,Ingegneria Informatica e Automatica ,No,Assolutamente si,Si,La possibilità di poterci aiutare a vicenda,Si,Chat,Si,"Libri, Pc, Tablet",Disponibilità di materiale sempre aggiornato e possibilità di scaricarlo,Google drive ,
13/12/2018 10.21.23,Ingegneria,No,Più si che no,Si,La conoscenza deve essere libera,Si,Forum,No,"Libri, Pc",Non ho aspettative,No,
13/12/2018 10.25.29,Lingue culture letterature e traduzione ,No,Assolutamente si,Si,L’aiuto reciproco ,Si,Chat,Si,Libri,Collegamento istantaneo tra studenti ,No non li conosco ,
13/12/2018 10.34.26,Ingegneria informatica,Si,Più si che no,Si,Cercare di aiutare gli altri studenti sugli argomenti che non hanno capito,Si,Forum,Non saprei,"Libri, Pc",Interazione maggiore con gli studenti anche di altre università,No,
13/12/2018 10.34.37,ingegneria meccanica,Si,Assolutamente si,Si,Aiutare gli altri in ogni materia come i vari Cerroni ecc hanno aiutato noi in analisi con i loro video,Si,Chat,Non saprei,"Pc, Smartphone",Ordine e se gli appunti fossero delle foto che siano leggibili,se whats app non vale allora non ne conosco,non saprei
13/12/2018 10.40.21,TNPEE,Si,Assolutamente si,Si,l’empatia,Si,Chat,Si,Pc,che gli appunti siamo scritti bene,google drive,
13/12/2018 10.42.57,Economia ,Si,Assolutamente si,Si,aiutare e essere aiutato,Si,Chat,Si,Libri,che sia innovativo e semplice da usare ,No,
13/12/2018 10.48.25,Ingegneria Informatica,No,Assolutamente si,Non saprei,Un compenso,Si,Chat,Si,"Pc, Smartphone",Professionalità,"Dropbox, google drive, whatsapp, telegram",
13/12/2018 11.11.35,Giurisprudenziale ,Si,Più si che no,Non saprei,Aiutare,Si,Chat,Si,Libri,Facilità nel reperire appunti,No,No
13/12/2018 11.17.08,Ingegneria chimica,Si,Assolutamente si,Si,"Già passo i miei appunti a tutti, in cambio di una scannerizzazione che poi carico su un drive pubblico.",Si,Chat,Si,Tablet,"Beh, le aspettative sarebbero sulla mole di appunti necessario affinché sia un servizio utile. Bisogna invogliare i ragazzi a caricare appunti, anche economicamente","Tutored, skuola  , docucity","Gli appunti sono scarni, spesso 15 pagine costano 3 o 4 euro e sono gli appunti di una lezione sola (docucity e skuola), mentre tutored invece è semplicemente troppo poco usato almeno per quanto riguarda la mia facoltà"
13/12/2018 11.27.45,Scienze della comunicazione,Si,Assolutamente si,Si,Il fatto che se con i miei appunti posso aiutare qualcuno ,Si,Chat,Si,Libri,Che gli appunti siano accurato e leggibili e che il sito sia ben organizzato,No,
13/12/2018 11.31.34,Farmacia,No,Assolutamente si,Si,Perché ritengo sia utile poter confrontare o approfondire i propri appunti con quelli degli altri ,Si,Chat,Non saprei,Libri,"Un sito su cui poter prendere gli appunti di altri studenti, ciascuno accompagnato da una valutazione che indichi la qualità di questi ",No ,
13/12/2018 11.35.26,Ingegneria meccanica,Si,Assolutamente si,Si,Aiuto,Si,Chat,Si,"Libri, Pc",Che funzioni,No,No
13/12/2018 11.41.28,Farmacia,Si,Assolutamente si,Si,Il fatto che potrebbero servire anche a me,Si,Forum,Non saprei,"Libri, Pc",Un aiuto importante nello studio,No,
13/12/2018 11.41.29,farmacia ,No,Assolutamente si,Si,confrontarmi per capire cosa mi manca e cosa manca agli altri ,Si,Forum,Non saprei,Libri,avere appunti relativi alle materie che sto seguendo e la possibilità di confrontarmi per avere chiarimenti sugli appunti caricati,no non conosco,
13/12/2018 11.55.09,Farmacia ,No,Assolutamente si,Si,Credo che sia un servizio molto utile per tutti,Si,Chat,Si,"Libri, Pc",Che tutti abbiano a disposizione materiale didattico utile e accessibile in maniera semplice ,Non ne conosco ,
13/12/2018 12.00.53,Economia ,No,Più si che no,Si,Sperare di poter essere di aiuto,Si,Chat,Si,"Libri, Smartphone",Affidabilità ,No,
13/12/2018 12.03.44,Ingegneria Informatica,Si,Assolutamente si,Si,Aiutare altri che sono nella mia stessa situazione,Si,Chat,Non saprei,"Libri, Pc",Rapidità e praticità,No,
13/12/2018 12.10.17,Ingegneria Clinica,Si,Assolutamente si,Non saprei,Il buon senso,Si,Chat,Si,Libri,Massima serietà,Dropbox,
13/12/2018 12.12.33,Ingegneria informatica e automatica,Si,Assolutamente si,Si,Mi piace aiutare altri ,Si,Chat,Si,"Pc, Smartphone",Buu,Piazza.com,
13/12/2018 12.12.43,ingegneria clinica,No,Assolutamente si,Si,possono sempre essere utili,Si,Chat,Si,Libri,collaborazione,no,no
13/12/2018 12.22.34,automatica,Si,Assolutamente si,Si,aiutare gli altri,Si,Chat,Si,"Libri, Pc",appunti utili,No,
13/12/2018 12.23.50,Ingegneria clinica,No,Assolutamente si,Si,Aiuto reciproco,No,Forum,Non saprei,Libri,Studio facilitato,Dropbox,
13/12/2018 12.26.06,Ingegneria informatica ,No,Assolutamente si,Non saprei,Bo,Si,Chat,Non saprei,Libri,Bo,No,No
13/12/2018 12.28.50,Ingegneria informatica ,No,Assolutamente si,Non saprei,Sono disordinato Porcodio ,Si,Chat,Si,"Libri, Pc, Smartphone, Tablet",Tanta fregna ,Dropbox,"Pro:
Contro :"
13/12/2018 12.32.01,Ingegneria Informatica ,No,Assolutamente si,Si,Il fatto che collaborando con gli altri si potrebbero integrare appunti mancanti o argomenti non capiti (o più difficili) ,Si,Chat,Non saprei,"Libri, Pc","La possibilità di creare una community di studenti da tutta Italia e, perché no, la possibilità di coinvolgere anche professori disponibili a integrare/spiegare meglio gli appunti presi. ","Non ne conosco, purtroppo. Tendo ad usare Google Drive in caso di necessità. ",
13/12/2018 12.33.11,Ingegneria clinica ,No,Più si che no,Non saprei,Aiutare il prossimo ,Si,Chat,No,Libri,Velocità nella ricerca del materiale,No,
13/12/2018 12.38.09,scienze economiche,Si,Assolutamente si,Si,Condivisione,Si,Chat,Si,"Libri, Pc",Ampia scelta di appunti,No,No
13/12/2018 12.39.19,29931,No,Più no che si,No,Niente,No,Non lo farei,No,"Libri, Pc, Smartphone, Tablet","Niente, non avete spiegato cos'è. ",Sì.,Nessun cons.
13/12/2018 12.40.18,Medicina ,No,Assolutamente si,Si,Migliorare la situazione a tutti ,Si,Forum,Si,Libri,Migliorare la situazione a tutti ,"Drive, Mega ",Non ci sono contro 
13/12/2018 12.48.42,Giurisprudenza,No,Assolutamente si,Si,Sapere che anche gli altri lo fanno,Si,Chat,Si,"Libri, Pc",Che siano facilmente accessibili,No,
13/12/2018 13.01.13,Medicina ,No,Assolutamente si,Si,Vorrei che anche gli altri facessero lo stesso,Si,Forum,Si,"Libri, Tablet",Uno scambio di appunti veloce ed efficace ,Google drive,
13/12/2018 13.04.30,Economia ,Si,Più si che no,Non saprei,-,Si,Chat,Si,"Libri, Pc",Che renda più facile l’apprendimento di determinati argomenti,La chat di whatsapp del mio canale,"Chat di whatsapp,
Pro: scambio di informazioni tra ragazzi che stanno nel tuo stesso corso 
Contro: spesso si perdono informazioni per via dei numerosi messaggi (anche su argomenti non inerenti al percorso di studi) che non si riescono a leggere

Sito dei professori,
Pro: ci sono, molto probabilmente, gli esercizi che usciranno all’esame
Contro: a volte sono fatti male e non si capisce dove sono le vare informazioni"
13/12/2018 13.07.27,Ingegneria Informatica,Si,Assolutamente si,Non saprei,Riuscire ad aiutare gli altri in maniera concreta,Si,Forum,Si,"Libri, Pc",Che sia usato da persone che si applicano,No,
13/12/2018 13.08.34,Ingegneria Informatica,Si,Assolutamente si,Si,Non mi costa nulla,Si,Forum,Non saprei,"Libri, Pc",Non lo so,No,
13/12/2018 13.15.16,ingegneria aerospaziale ,Si,Non saprei,Non saprei,nulla,Si,Forum,Si,"Libri, Tablet",note e appunti detti solo a lezione ,dropbox degli studenti di ingaero ,i libri pesano ma ci si può annotare tutto. l’ipad è leggero ma non è adatto a studiarci a lungo. 
13/12/2018 13.32.29,Ingegneria civile ,No,Assolutamente si,No,. ,Si,Forum,Si,Libri,Risparmio di tempo per reperire materiale ,No,No
13/12/2018 13.37.54,Ingegneria gestionale ,Si,Più si che no,Non saprei,Soldi o sconti online,Si,Forum,Si,"Libri, Pc, Tablet",Portabilità e qualità ,Khan Academy,
13/12/2018 13.41.59,Farmacia e Medicina,No,Assolutamente si,Si,Il fatto che potrei essere io al loro posto,Si,Chat,Si,Smartphone,Mi aspetto che sia più facile reperire gli appunti delle spiegazioni dei prof senza dover pagare. Agevolare quindi chi è fuori sede o non può spostarsi per motivi di salute ,Sí Whatsapp,"Pro: puoi confrontarti con gli altri 
Contro: ripetono sempre le stesse domande"
13/12/2018 13.58.09,Moda,No,Assolutamente si,Non saprei,"Devono prestare attenzione alle lezioni e non cullarsi sugli altri, a meno che non siano assenti per motivi validi, li glieli passerei",Si,Forum,Si,Pc,Chiarezza,Il sito della mia università ,"Pochi appunti, però molto semplice da usare"
13/12/2018 13.59.06,La tua (Denis),No,Assolutamente si,Si,Non ho nulla da fare ,Si,Chat,Si,"Pc, Smartphone",Selezione sugli appunti e sul materiale su cui studiare,Drive,Drive roba anche futile e inutile suddivisione grossolana 
13/12/2018 14.05.51,ingegneria informatica e automatica,Si,Assolutamente si,Non saprei,scrittura,Si,Chat,Si,"Libri, Pc, Smartphone",miglioramento,youmath,
13/12/2018 14.07.30,Lingue,No,Assolutamente si,Si,Aoutare gli altri per ricevere aiuto,Si,Chat,Si,"Libri, Smartphone",Organizzazione estrema,no,no
13/12/2018 14.15.09,Facoltà di non rispondere,No,Assolutamente no,No,Qualche centinaio d’euro.,No,Non lo farei,No,Smartphone,Che non esista,Quali,Pro e contro
13/12/2018 14.23.47,Ing informatica,No,Assolutamente si,Si,Se tutti lo facessero si avrebbero sempre appunti di tutto,Non saprei,Forum,Si,"Libri, Pc, Tablet",Un più facile accesso ad appunti ed esercizi,Dropbox,Difficile cercare appunti
13/12/2018 14.38.17,Ingegneria Informatica,Si,Assolutamente si,Si,Condivisione e creazione di archivio disponibile a tutti,Non saprei,Chat,Si,"Libri, Pc",Semplicità e archivio fornito,Uso il Drive di facoltà,
13/12/2018 14.43.03,Roma 3,No,Più si che no,Si,Aiutare gli altri,Si,Forum,Non saprei,"Libri, Pc",Comunicazione ,No,
13/12/2018 14.59.52,Ingegneria,No,Più no che si,Si,Condivisione,No,Non lo farei,No,Libri,Maggiore accesso ad appunti,No,
13/12/2018 15.05.19,Geologia ,No,Più si che no,No,Perché sono miei,Si,Chat,Non saprei,Libri,Diversi modi nel riuscire ad ottenere appunti utili per lo studio ,No,
13/12/2018 15.07.52,Lettere e Filosofia,Si,Assolutamente si,Si,Non sarebbe ottimale avere un atteggiamento passivo e limitarsi a scaricare appunti.,Si,Forum,Si,"Libri, Pc, Tablet","Un'interfaccia semplice da utilizzare, chiara e un sistema di ricerca efficiente. Inoltre devo poter sapere i dettagli degli appunti pubblicati. Oltre al nome del corso e del professore che lo sostiene, anche l'anno accademico, vorrei sapere il corso di studi di chi ha preso gli appunti (molte lezioni sono pensate per più corsi). Potrebbe essere utile anche vedere un'anteprima degli appunti prima di scaricarli, così da selezionarli in modo migliore.","StuDocu, Docsity, ma non li ho mai usati.","Non uso servizi, se ho bisogno di recuperare degli appunti mi muovo all'interno della mia rete di conoscenze universitarie, risalendo magari ad appunti di conoscenti di conoscenti. Ovviamente questa modalità non è comoda ed è molto limitante. Sarebbe sicuramente bello disporre di una scelta più vasta, pur avendo la possibilità di avere (se necessario) un contatto più diretto con l'autore degli appunti "
13/12/2018 15.08.41,Ingegneria Roma 3 ,Si,Assolutamente si,Si,Il riceverli in cambio,Si,Chat,Non saprei,"Libri, Pc, Smartphone",Efficenza,Dropbox,"Appunti poco organizzati e a volte mancanti.
Esami passati sempre disponibili anche se senza soluzioni"
13/12/2018 15.16.35,Psicologia,Si,Assolutamente si,Non saprei,Perché vorrei che loro lo facessero per me,Non saprei,Chat,Si,Libri,Aiuto,No,No
13/12/2018 15.20.32,Lettre e Filosofia ,Si,Assolutamente si,Si,Potrebbero essere utili ad altri studenti .,Non saprei,Forum,Non saprei,"Libri, Pc, Smartphone","Maggior facilità nel reperire, usare e condividere appunti ed informazioni  di cui si può avere bisogno.",No,
13/12/2018 15.35.17,informatica,No,Più si che no,Non saprei,"se  è un aiuto reciproco sì , altrimenti no ",Non saprei,Chat,Non saprei,Pc,aiuto reciproco ,no,non so 
13/12/2018 15.42.41,Ingegneria informatica,Si,Assolutamente si,Si,Non mi costa nulla e aiuto gli altri,Si,Forum,Si,Libri,Disponibilità e serietà,Google drive,Contro: materiale incompleto e pro: meglio di nulla
13/12/2018 16.04.57,Lettere e Filosofia,No,Più si che no,Si,Empatia per il genere umano,Si,Forum,Non saprei,Libri,Comodità ,No,
13/12/2018 16.07.25,Lettere e Filosofia,Si,Assolutamente si,Si,L'utilità e la solidarietà ,Non saprei,Forum,Si,"Libri, Pc, Smartphone, Tablet",Facilità di reperire appunti,Non proprio,
13/12/2018 16.11.29,Informatica umanistica,No,Assolutamente si,Non saprei,i miei appunti non sono molto chiari solitamente,Si,Forum,Non saprei,"Libri, Pc",ci vorrebbe un sistema per verificare la validità degli appunti,no,
13/12/2018 16.14.30,Chimica,No,Assolutamente si,Si,Non mi costa nulla,Non saprei,Forum,Si,Libri,Qualità ,No,
13/12/2018 16.17.37,Ingegneria informatica,No,Assolutamente si,Non saprei,Soldi,Si,Forum,Si,"Pc, Smartphone, Tablet",Appunti e esercizi svolti,Google drive gestito dagli studenti,
13/12/2018 16.21.20,Ingegneria informatica ,No,Più si che no,Si,Mlmlmlmm,Si,Non lo farei,Si,"Libri, Pc",Tutto,Drive ,
13/12/2018 16.23.58,Linguistica,No,Più si che no,Si,Il poter offrire uno sforzo che ho fatto e non renderlo utile solamente ai fini del mio esame,Si,Forum,No,"Libri, Pc",Mi aspetto che coinvolga tutti i corsi e non solamente quelli principali,Non lo conosco,"Prendo appunti dal mio cerchio ristretto di amici ma in ogni caso preferisco utilizzare i miei, mi farebbe piacere condividerli però "
13/12/2018 16.26.34,Lettere,No,Assolutamente si,Si,Altruismo,Non saprei,Chat,Si,"Libri, Pc, Tablet",Accessibilità gratuita ,Academia.edu,
13/12/2018 16.43.13,Giurisprudenza,No,Più si che no,Si,Solidarietà,Si,Forum,Si,Pc,Fluidità,No,No
13/12/2018 16.43.32,Ingegneria ,No,Assolutamente si,Si,Aiuto reciproco ,Si,Chat,Si,"Libri, Pc",Archivio ben fornito,"Skuola.net ma molti sono a pagamento, meglio rendere tutto gratuito con inserimento di pubblicità ",
13/12/2018 16.46.06,Scinze cognitive,Si,Assolutamente si,Si,Scambio tra studenti ,Si,Forum,Si,Libri,Mi aspetto uno scambio di materiale didattico da appunti delle lezioni a testi potenzialmente utili,Non ne uso,
13/12/2018 16.47.34,Ingegneria meccanica,Si,Assolutamente si,Non saprei,Non saprei,Si,Forum,Non saprei,Libri,Maggiore disponibilità e varietà di appunti,No,
13/12/2018 16.55.53,Economia e Management ,Si,Assolutamente si,Non saprei,La collaborazione tra gli studenti,Si,Forum,Si,"Libri, Tablet",Mi aspetto che ci siano appunti disponibili per tutti e di consultarli se ne ho bisogno ,Google drive ,"Non c'è un forum/ community in cui poter interagire, condividere ""live"" gli appunti"
13/12/2018 17.13.39,Linguistica,Si,Assolutamente si,Si,Sapere che c'è un equo scambio di appunti/informazioni,Si,Chat,Non saprei,"Libri, Pc",La possibilità di scaricare appunti e di ottenere informazioni sugli esami ,No,
13/12/2018 17.16.50,Ingegneria,No,Assolutamente si,Si,La creazione di una libreria completa di file,Si,Forum,Non saprei,"Libri, Pc",Server efficienti e grande spazio di archiviazione,"Google drive, Dropbox, ",
13/12/2018 17.17.59,Linguistica,No,Più si che no,Si,Condividere è sempre bello,Si,Forum,Si,"Libri, Pc",Un'efficace organizzazione secondo precisi e diversi parametri,Docsity,Non uso alcun servizio
13/12/2018 17.25.05,Medicina,No,Più si che no,Non saprei,Bisogna essere sicuri che ciò che si manda sia giusto altrimenti lavoro inutile,Si,Forum,Si,Libri,Precisione e rapidità ,Google drive,È intuitivo e non dispersivo. Si tratta di un gruppo ristretto di persone che ripongono fiducia negli appunti proprio e degli altri
13/12/2018 17.26.05,Economia,No,Assolutamente si,Si,Sperare che venga ricambiato il favore,Si,Forum,Si,"Libri, Pc",Appunti organizzati e facilmente accessibili,Google docs,"È più un lavorare su un documento intero, sarebbe meglio avere “sezioni” per aggiungere i singoli esercizi/argomenti,m"
13/12/2018 18.12.20,Informatica,Si,Assolutamente si,Si,Buona volontà ,Non saprei,Forum,Si,"Libri, Pc",Gratuità,No,No
13/12/2018 18.12.55,Economia,No,Assolutamente si,Non saprei,Dovrebbe esserci un qualche tipo di ritorno ovviamente,Non saprei,Chat,Si,Tablet,"Semplicità d'accesso, niente fee mensili/annuali. Preferirei avesse la pubblicità piuttosto che pagare la piattaforma",No,
13/12/2018 18.22.26,Informatica,No,Assolutamente si,Si,Help => Help,Si,Chat,Si,"Pc, Smartphone",Di trovare facilmente appunti abbastanza aggiornati dei corsi che frequento,Socialnotes.eu,"Pro: cartelle divise per corso, si trova tutto easy.
Cons: non sempre è aggiornato all'ultimo anno"
13/12/2018 18.26.18,Citem,No,Assolutamente si,Non saprei,"Interscambio 
",Non saprei,Forum,Si,"Libri, Pc",La Sapienza,No,
13/12/2018 18.36.33,Ingegneria dell'automazione ,Si,Assolutamente si,Non saprei,"Aiutarli
",Non saprei,Forum,No,"Libri, Pc, Tablet",Interazione con altri studenti ,Non ne conosco,Poca interazione o nessuna
13/12/2018 18.45.28,Ingegneria Informatica,Si,Assolutamente si,Si,Solidarietà,Non saprei,Forum,No,"Pc, Tablet",Ma che ne so,No,
13/12/2018 18.49.18,Ingegneria informatica,Si,Assolutamente si,Si,Penso che se tutti lo facessimo ci aiuteremo tutti insieme,Si,Forum,Si,"Libri, Pc",Che dia agli studenti un modo semplice per reperire dispense e chiarimenti,Piazza,
13/12/2018 18.49.47,Ingegneria ,No,Non saprei,Si,Il fatto che i miei appunti non venissero sprecati una volta fatto il mio esame,Si,Chat,Non saprei,Pc,non saprei,no,
13/12/2018 19.09.27,Interior Design,Si,Assolutamente si,Si,Sapere che anche altri sono disposti a condividere ,Si,Chat,Si,"Libri, Pc",Di poter trovare informazioni utili o poterle chiedere ,No,Non ne uso
13/12/2018 20.14.33,Ingegneria,No,Assolutamente si,Si,Aiuto reciproco,No,Non lo farei,Si,"Libri, Pc, Smartphone",Affidabilità,Non ne conosco,
13/12/2018 20.17.23,Ingegneria Informatica,No,Più si che no,Si,L'aiutare gli altri per poter avere in cambio aiuto,Si,Forum,Si,"Libri, Pc","Un'approfondita conoscenza delle materie grazie alla fusione degli appunti di più studenti, che colmano l'un l'altro le proprio lacune",No,
13/12/2018 20.18.57,Ingegneria,No,Assolutamente si,Si,Un caffè,Si,Non lo farei,Si,"Libri, Pc",Accessibilità gratuita,Docsity,
13/12/2018 20.20.30,Ingegneria biomedica ,No,Assolutamente si,Si,Semplicemente aiutare gli altri come vorrei essere aiutata ,Si,Chat,Si,"Libri, Pc",Che mi siano fornite informazioni che ancora non ho ,No,
13/12/2018 20.20.38,Ingegneria,No,Più si che no,Non saprei,Lo farei se la condivisione fosse reciproca,Si,Chat,Non saprei,Libri,Non saprei,"No, al massimo scambio di foto su Whatsapp",
13/12/2018 20.20.56,ingegneria\,No,Assolutamente si,Si,come ho bisogno io hanno bisogno gli altri,Si,Chat,Non saprei,Pc,che probabilmente non funzioni o verra fatto male,no,no
13/12/2018 20.21.05,Ingegneria informatica,No,Assolutamente si,Si,Il fatto di aiutare chi ne ha bisogno ,Si,Chat,Si,"Libri, Pc, Tablet",.,Drive ,Mi adatto 
13/12/2018 20.23.47,Biotecnologie,Si,Assolutamente si,Si,Avere la possibilità di ricevere quelli degli altri,Si,Chat,Si,"Libri, Pc, Smartphone",Appunti aggiornati e completi,No,
13/12/2018 20.24.12,Ingegneria elettronica ,No,Assolutamente si,Si,Sapere che aiutano qualcuno a passare un esame,Non saprei,Chat,Si,"Libri, Smartphone",Condivisione semplice senza troppe complicazioni ,No,No
13/12/2018 20.24.32,Ingegneria biomedica ,No,Più si che no,Si,Altruismo ,Non saprei,Chat,Non saprei,Libri,Attendibilità ,No,
13/12/2018 20.24.47,Ingegneria informatica ,Si,Assolutamente si,Si,Il fatto che altri studenti possano fare lo stesso per me ed aiutarmi ,Non saprei,Chat,Si,Libri,Maggior disponibilità ,No,
13/12/2018 20.25.23,Biologia,Si,Assolutamente si,Si,Pensare che al loro posto mi farebbe piacere,Non saprei,Chat,Si,Libri,Completezza,Foto su whatsapp,
13/12/2018 20.25.33,Biologia,No,Assolutamente si,Si,Solidarietà tra studenti ,Non saprei,Chat,Non saprei,Libri,Che si possano trovare appunti dettagliabili e attendibili per tutte le materie dei corsi di studio,No,
13/12/2018 20.25.42,Ingegneria biomedica,No,Assolutamente si,Si,Non so,Si,Chat,Non saprei,Libri,La creazione di una piattaforma di condivisione,Moodle di ateneo,
13/12/2018 20.25.54,Biologia,No,Assolutamente si,Si,Aiutare gli altri mi piace quando mi e possibile farlo,Non saprei,Chat,Si,Libri,Aiutare e ricevere un aiuto,No,Troppi fogli per casa come contro. Il pro e il poter scrivere comodamente a fianco come aggiunta su slide/appunti
13/12/2018 20.26.27,Biologia ,Si,Assolutamente si,Si,L’essere utile ad altri studenti ,Si,Chat,Si,Libri,Che sia facile procurarsi appunti di ogni argomento,No,
13/12/2018 20.26.36,Biotecnologie,Si,Assolutamente si,Si,Il fatto che mi piacerebbe essere aiutata nello stesso modo in cui io posso aiutare gli altri ,Si,Chat,Si,"Libri, Pc",Precisione,No,
13/12/2018 20.26.39,Biologia,No,Più si che no,No,Non ho voglia che gli altri scrocchino,Si,Chat,Non saprei,Libri,NC,No,No
13/12/2018 20.26.47,Biotecnologie,No,Assolutamente si,Si,Empatia,Si,Chat,Non saprei,"Libri, Tablet",Efficienza,No,Non li uso
13/12/2018 20.26.50,Biologia,No,Assolutamente si,Si,Penso che i miei appunti siano presi bene,Si,Chat,Si,"Libri, Pc",Aiuto reciproco,No,
13/12/2018 20.27.09,Biologia,Si,Assolutamente si,Si,Perché è giusto e utile aiutarsi a vicenda,Non saprei,Forum,Si,"Libri, Pc, Tablet",Utilità,No,
13/12/2018 20.27.20,Biotecnologie,Si,Assolutamente si,Si,Darsi un mano a vicenda,Si,Chat,Non saprei,"Libri, Smartphone",Appunto attendibili,No,"Appunti trovati online, non attendibili"
13/12/2018 20.28.11,Ingegneria biomedica,No,Assolutamente si,Non saprei,Boh,Si,Forum,No,"Libri, Smartphone, Tablet",Appunti liberu,No,
13/12/2018 20.28.14,Biologia,No,Assolutamente si,Non saprei,Lo sperare che altre persone facciano come me ,Si,Forum,No,Libri,Un Cloud di appunti e un forum per chiarimenti.,No,
13/12/2018 20.28.33,Biotecnologie ,No,Più si che no,Si,Voglio aiutare gli studenti in difficoltà ,Si,Chat,Si,Libri,Trovare appunti ed esercizi con facilità ,No,Non ne uso 
13/12/2018 20.28.36,Biologia,No,Assolutamente si,Si,Penso sia importante aiutarsi a vicenda,Si,Chat,Si,"Libri, Pc, Smartphone, Tablet","Uso tutti e quattro e li trovo utili tutti. Da pc smartphone e tablet mi aspetto di trovare app ben organizzate per file di scrittura ma anche per la condivisione, come effettivamente é","Si, Google Drive",I servizi che uso sono utilissimi sia per cercare in internet informazioni che possono servirmi che per scrivere i miei appunti e condividerli. Avrei da lamentarmi sul costo per esempio di office 365 ma dato che l'università dà la possibilità di averlo gratis il problema non si pone per gli universitari.
13/12/2018 20.28.45,Ingegneria biomedica,No,Più si che no,Non saprei,Non saprei ,Si,Forum,Si,Libri,Condivisione di conoscenze,Moodle ,
13/12/2018 20.29.07,Biologia,Si,Assolutamente si,Si,"Il fatto che se avrò bisogno di qualche appunto spero che qualcuno lo abbia caricato, come ho fatto io ",Si,Chat,Si,"Libri, Tablet",L’aver la possibilità di capire vari argomenti se non li ho compresi dal libro e/o a lezione ,No,No 
13/12/2018 20.29.24,Biotecnologie,Si,Assolutamente si,Si,Un sistema di condivisione e creazione appunti efficiente,Si,Chat,Si,"Pc, Smartphone",Accessibilitá multipiattaforma,No,
13/12/2018 20.29.29,Ingegneria biomedica,Si,Assolutamente si,Si,Dare qualcosa per ricevere qualcos’altro in cambio che possa essermi utile,Non saprei,Chat,Non saprei,"Libri, Pc",Che sia utile e abbastanza rispondente a ciò che cerco,No ,
13/12/2018 20.29.39,Informatica,Si,Assolutamente si,Si,"Incentivare lo scambio di risorse, nella speranza che possa trarne un beneficio in prima persona",Non saprei,Forum,No,"Libri, Smartphone","Sistema facile è chiaro di ricerca, suddivisione delle risorse per tipologia",Mega,Poca interazione tra gli studenti
13/12/2018 20.29.52,Ingegneria Informatica,Si,Assolutamente si,Non saprei,La possibilitá di confrontarmi con gli appunti degli altri,Si,Forum,Si,Pc,Che sia veloce e intuitivo,No,
13/12/2018 20.30.18,Biologia,Si,Assolutamente si,Si,Sapere che qualcuno potrebbe trarne beneficio e fare lo stesso quindi avere un potenziale beneficio,Si,Chat,Non saprei,"Libri, Pc, Smartphone",Che i vari appunti trattino argomenti molto diversificati in modo schematico o anche abbastanza approfondito (non solo semplici riassuntini) e che siano in qualche modo certificati almeno a livello superficiale,Non ne uso,
13/12/2018 20.31.40,Biotecnologie ,Si,Assolutamente si,Si,Solidarietà ,Non saprei,Chat,Si,"Libri, Pc, Tablet",Completezza,No,
13/12/2018 20.32.00,Informatica ,Si,Assolutamente si,Non saprei,/,Si,Forum,Si,Pc,Facilità e velocità nel reperire il materiale necessario ,Telegram ,
13/12/2018 20.34.10,Informatica,No,Assolutamente si,Si,Il fatto che anche altri lo farebbero,Si,Chat,Si,"Libri, Pc",Efficienza e velocità nel reperimento delle informazioni,No,
13/12/2018 20.34.49,Ingegneria biomedica ,No,Assolutamente si,Si,Social catena,Si,Forum,Non saprei,"Libri, Pc",Solidarietà e conforto,Doc city,
13/12/2018 20.35.30,Biotecnologie,Si,Assolutamente si,Si,"Se io sono in difficoltà è utile trovare degli esercizi in modo semplice e veloce, è un modo per ricambiare il favore",Si,Non lo farei,Si,Libri,"Che sia veloce, chiaro e facile da consultare",No,
13/12/2018 20.35.59,Ingegneria informatica,No,Assolutamente si,Si,Condivisione e aiuto reciproco,Si,Chat,Si,"Libri, Pc, Smartphone",Una metodologia semplice e liberamente accessibile,Chat varie o Google drive,"Non sempre è facile organizzare e ritrovare istantaneamente gli appunti, anche se il metodo di caricamento e condivisione è veloce e gratuito"
13/12/2018 20.36.25,Ingegneria informatica,Si,Assolutamente si,Si,Decentralizzazione,Si,Forum,Si,"Libri, Pc",Ordine,I vari drive,"Hanno un sistema di memorizzazione centralizzato, se la persona che ha creato la cartella, la cancella, nessun altro utente può recuperarla"
